customer_id,tenure_months,monthly_spend,num_support_tickets,last_login_days_ago,feature_adoption_score,plan_type,contract_type,region,has_referral,num_integrations,churned
C00280,58,158.19,0,63,0.526,Enterprise,Two-Year,EMEA,1,0,0
C00281,67,110.75,2,56,0.319,Starter,Month-to-Month,NA,1,13,0
C00282,46,22.7,0,68,0.318,Pro,Month-to-Month,LATAM,0,13,0
C00283,24,105.94,1,44,0.384,Free,Month-to-Month,EMEA,0,2,0
C00284,32,193.41,5,35,0.098,Free,Annual,EMEA,0,4,0
C00285,47,160.32,3,72,0.296,Starter,Annual,EMEA,0,2,0
C00286,23,180.62,4,7,0.123,Pro,Month-to-Month,EMEA,1,12,0
C00287,66,45.89,3,66,0.32,Starter,Month-to-Month,NA,0,1,0
C00288,27,47.75,0,1,0.362,Starter,Month-to-Month,NA,0,10,0
C00289,2,92.89,0,23,0.16,Starter,Two-Year,LATAM,0,8,0
C00290,17,39.2,2,23,0.286,Free,Month-to-Month,APAC,0,3,0
C00291,33,14.39,2,31,0.427,Free,Month-to-Month,EMEA,0,9,1
C00292,9,74.19,3,18,0.362,Pro,Annual,EMEA,0,12,0
C00293,43,0.23,1,48,0.322,Starter,Annual,LATAM,1,7,0
C00294,48,171.63,0,27,0.136,Free,Annual,EMEA,1,2,1
C00295,39,166.21,2,44,0.284,Starter,Month-to-Month,NA,0,7,0
C00296,42,96.33,2,0,0.237,Enterprise,Annual,NA,0,6,1
C00297,26,165.22,2,49,0.193,Starter,Month-to-Month,NA,0,2,0
C00298,50,117.55,0,54,0.056,Free,Month-to-Month,LATAM,1,8,0
C00299,25,143.46,5,31,0.114,Free,Month-to-Month,NA,0,6,0
C00300,24,8.02,1,12,0.094,Free,Two-Year,APAC,0,3,0
C00301,13,255.7,2,0,0.372,Free,Month-to-Month,NA,0,12,1
C00302,60,123.92,0,56,0.256,Starter,Two-Year,EMEA,0,8,0
C00303,7,113.19,0,6,0.241,Starter,Month-to-Month,LATAM,0,11,0
C00304,57,58.77,2,13,0.265,Pro,Month-to-Month,LATAM,0,11,0
C00305,36,3.42,1,52,0.468,Pro,Month-to-Month,LATAM,1,7,1
C00306,45,278.08,1,44,0.449,Starter,Month-to-Month,APAC,0,1,0
C00307,20,509.41,2,34,0.515,Starter,Annual,APAC,0,11,0
C00308,65,197.9,0,31,0.512,Free,Month-to-Month,LATAM,0,5,0
C00309,8,295.87,2,20,0.217,Starter,Two-Year,APAC,0,12,0
C00310,16,15.47,3,29,0.415,Free,Month-to-Month,LATAM,1,10,0
C00311,14,16.53,1,39,0.047,Pro,Annual,APAC,0,12,1
C00312,15,254.04,2,87,0.083,Free,Two-Year,APAC,1,5,1
C00313,66,7.11,2,22,0.568,Starter,Month-to-Month,NA,0,5,0
C00314,32,11.74,4,47,0.096,Starter,Two-Year,LATAM,0,4,1
C00315,63,203.69,2,72,0.282,Enterprise,Month-to-Month,EMEA,0,6,0
C00316,51,97.7,2,19,0.189,Starter,Annual,LATAM,1,6,0
C00317,25,59.66,1,4,0.612,Free,Annual,APAC,1,13,0
C00318,58,96.74,1,64,0.295,Free,Two-Year,APAC,1,1,1
C00319,63,253.19,1,87,0.141,Pro,Two-Year,EMEA,0,6,0
C00320,62,169.83,2,63,0.322,Starter,Annual,APAC,0,11,1
C00321,22,141.17,0,86,0.182,Starter,Month-to-Month,EMEA,0,2,0
C00322,58,452.08,1,59,0.405,Enterprise,Month-to-Month,EMEA,0,11,0
C00323,58,88.4,0,46,0.203,Starter,Month-to-Month,APAC,0,14,0
C00324,49,0.76,0,47,0.421,Starter,Annual,APAC,0,13,0
C00325,52,67.25,0,54,0.216,Starter,Annual,APAC,0,10,1
C00326,42,12.19,3,59,0.486,Free,Month-to-Month,NA,1,9,0
C00327,70,14.86,3,46,0.558,Free,Annual,EMEA,1,0,1
C00328,15,35.31,0,73,0.5,Starter,Annual,NA,1,4,1
C00329,54,57.63,1,25,0.579,Starter,Two-Year,APAC,0,3,0
C00330,60,78.84,2,18,0.22,Free,Month-to-Month,APAC,0,7,0
C00331,8,22.33,2,7,0.296,Pro,Two-Year,APAC,1,0,0
C00332,53,44.83,1,4,0.061,Free,Month-to-Month,NA,1,0,0
C00333,60,38.85,3,83,0.137,Free,Annual,NA,0,12,0
C00334,5,54.54,1,8,0.133,Pro,Annual,LATAM,0,5,1
C00335,68,13.71,0,9,0.089,Pro,Month-to-Month,LATAM,0,3,0
C00336,6,60.77,2,41,0.244,Starter,Annual,EMEA,1,6,0
C00337,47,96.99,2,89,0.451,Free,Two-Year,APAC,0,10,0
C00338,55,12.24,0,55,0.507,Free,Two-Year,EMEA,1,14,0
C00339,40,88.27,0,35,0.251,Starter,Month-to-Month,NA,1,1,0
C00340,52,169.23,5,64,0.414,Enterprise,Month-to-Month,EMEA,0,6,0
C00341,16,0.99,2,66,0.184,Starter,Two-Year,EMEA,0,0,0
C00342,13,5.84,3,56,0.546,Pro,Month-to-Month,APAC,1,0,0
C00343,30,75.39,0,31,0.063,Starter,Annual,LATAM,0,13,0
C00344,19,247.42,0,79,0.056,Starter,Month-to-Month,NA,0,10,0
C00345,17,733.7,3,63,0.234,Free,Month-to-Month,LATAM,0,11,0
C00346,63,11.77,0,7,0.044,Starter,Annual,APAC,0,8,0
C00347,19,2.22,1,36,0.251,Starter,Two-Year,LATAM,0,0,0
C00348,58,31.17,1,1,0.077,Starter,Month-to-Month,NA,1,4,0
C00349,55,75.61,2,68,0.036,Starter,Month-to-Month,EMEA,0,10,0
C00350,62,101.78,2,4,0.104,Starter,Annual,LATAM,0,13,0
C00351,23,435.6,2,0,0.35,Starter,Month-to-Month,APAC,0,8,0
C00352,9,263.21,0,61,0.321,Free,Month-to-Month,LATAM,1,1,0
C00353,12,99.09,1,39,0.182,Starter,Month-to-Month,APAC,0,4,1
C00354,1,53.88,1,80,0.158,Pro,Month-to-Month,LATAM,0,0,0
C00355,58,46.51,1,7,0.36,Free,Month-to-Month,LATAM,1,9,1
C00356,1,102.01,2,49,0.246,Free,Annual,APAC,0,12,1
C00357,34,153.34,0,9,0.023,Pro,Annual,EMEA,0,12,1
C00358,48,78.86,1,63,0.377,Pro,Two-Year,LATAM,0,13,0
